W,L,run_id,goodput_mbps,retransmissions,avg_rtt,utilization,buffer_events,duration
64,256,0,0.33930558800122623,156792,0.14849527605262644,3.393055880012262,0,1000.000223983266
64,512,0,0.4021674058393244,153798,0.21281749164660455,4.021674058393245,0,1000.000999983265
64,1024,0,0.3434077120927191,162577,0.44719202036132394,3.434077120927191,0,1000.0008383832708
128,256,0,0.002390719464502324,1274874,72.25202778652526,0.023907194645023243,0,1000.0002239901769
128,512,0,0.005221437761098778,1270935,71.51675707886804,0.05221437761098778,0,1000.0004287901769
128,1024,0,0.011956276043924045,1247369,46.085245390377516,0.11956276043924045,0,1000.000999983265
256,256,0,0.00254348799999851,2544515,76.9593984911044,0.0254348799999851,0,1000.0000000005857
256,512,0,0.004999677856187248,2539711,110.53178103514375,0.049996778561872485,0,1000.0004287901769
256,1024,0,0.006266682746074744,2449504,107.35778329812278,0.06266682746074743,0,1000.0008383901769
